Date,High,Low,Close,noOfTransaction,volume,Amount,prevClose,change,chgPercent
2024-09-05,297.0,285.0,289.0,1936.0,401350.0,116226620.5,295.0,-6.0,-2.03
2024-09-04,311.9,293.2,295.0,2315.0,501419.0,149723017.6,309.0,-14.0,-4.53
2024-09-03,314.0,304.0,309.0,2438.0,591646.0,182548764.6,309.8,-0.8,-0.26
2024-09-02,311.0,285.0,309.8,3351.0,535600.0,160779348.5,289.0,20.8,7.2
2024-09-01,302.0,288.0,289.0,2247.0,398618.0,116957954.1,296.0,-7.0,-2.36
2024-08-29,305.0,291.0,296.0,2940.0,599184.0,177926307.7,301.0,-5.0,-1.66
2024-08-28,315.0,295.0,301.0,4080.0,836499.0,255019571.0,295.0,6.0,2.03
2024-08-27,317.0,295.0,295.0,5419.0,1109714.0,334661118.7,312.3,-17.3,-5.54
2024-08-25,331.5,310.9,312.3,4149.0,780489.0,247689411.0,325.0,-12.7,-3.91
2024-08-22,337.0,321.0,325.0,4295.0,874363.0,286441644.8,326.5,-1.5,-0.46
2024-08-21,340.0,325.0,326.5,4131.0,897876.0,296097889.8,334.5,-8.0,-2.39
2024-08-18,356.9,329.1,334.5,5598.0,1402195.0,480578134.3,348.9,-14.4,-4.13
2024-08-15,366.6,332.1,348.9,6925.0,1712186.0,603769569.1,340.0,8.9,2.62
2024-08-14,349.0,317.0,340.0,6019.0,1439931.0,479672993.3,329.0,11.0,3.34
2024-08-13,343.7,323.1,329.0,5113.0,1036011.0,341201484.4,337.0,-8.0,-2.37
2024-08-12,344.6,325.4,337.0,8366.0,2189875.0,729092487.9,337.9,-0.9,-0.27
2024-08-11,338.0,313.6,337.9,7917.0,2091470.0,682780736.4,307.5,30.4,9.89
2024-08-08,311.3,280.0,307.5,8552.0,3037821.0,924693855.8,283.0,24.5,8.66
2024-08-07,284.0,261.5,283.0,3775.0,722857.0,199283574.2,266.8,16.2,6.07
2024-08-07,284.0,261.5,283.0,3775.0,722857.0,199283574.2,266.8,16.2,6.07
2024-08-06,287.0,264.1,266.8,4452.0,1118782.0,307062621.1,286.4,-19.6,-6.84
2024-08-05,290.0,274.0,286.4,4079.0,994754.0,279924338.6,280.5,5.9,2.1
2024-08-01,284.9,261.0,280.5,4955.0,1494471.0,414235409.8,261.0,19.5,7.47
2024-07-31,270.1,248.7,261.0,4089.0,1000880.0,262595195.0,248.7,12.3,4.95
2024-07-30,253.0,238.7,248.7,2608.0,530695.0,130473829.0,245.0,3.7,1.51
2024-07-30,253.0,238.7,248.7,2608.0,530695.0,130473829.0,245.0,3.7,1.51
2024-07-29,263.0,245.0,245.0,3430.0,679291.0,170619062.2,253.5,-8.5,-3.35
2024-07-28,253.5,235.1,253.5,3598.0,992125.0,245883769.9,230.5,23.0,9.98
2024-07-25,235.0,227.5,230.5,1625.0,319554.0,73746359.1,231.1,-0.6,-0.26
2024-07-24,242.0,228.5,231.1,2150.0,517106.0,121829811.6,236.0,-4.9,-2.08
2024-07-23,236.6,229.0,236.0,1908.0,266106.0,62403528.2,231.0,5.0,2.16
2024-07-22,236.1,229.9,231.0,1998.0,350058.0,81255107.2,237.0,-6.0,-2.53
2024-07-21,242.0,230.0,237.0,1917.0,491167.0,116986553.8,232.1,4.9,2.11
2024-07-18,240.0,227.6,232.1,2173.0,493169.0,115324431.2,231.2,0.9,0.39
2024-07-17,243.7,229.0,231.2,1579.0,353494.0,82924407.7,235.0,-3.8,-1.62
2024-07-16,235.0,224.0,235.0,1694.0,380259.0,87187710.0,228.0,7.0,3.07
2024-07-15,229.0,209.2,228.0,2343.0,984199.0,219897603.5,213.0,15.0,7.04
2024-07-14,214.7,211.0,213.0,975.0,216712.0,46096054.3,210.5,2.5,1.19
2024-07-11,212.7,207.0,210.5,811.0,157097.0,32896494.6,208.6,1.9,0.91
2024-07-10,212.1,207.1,208.6,745.0,176406.0,36995866.2,208.0,0.6,0.29
2024-07-09,212.0,207.0,208.0,680.0,103143.0,21525902.4,210.8,-2.8,-1.33
2024-07-08,214.9,208.1,210.8,1491.0,348107.0,73572657.6,209.0,1.8,0.86
2024-07-07,213.0,196.1,209.0,1898.0,475730.0,98459634.6,199.0,10.0,5.03
2024-07-04,200.1,192.4,199.0,815.0,164063.0,32176623.5,194.0,5.0,2.58
2024-07-03,196.7,192.0,194.0,423.0,52772.0,10183790.4,195.0,-1.0,-0.51
2024-07-02,207.7,193.0,195.0,661.0,97546.0,19163310.9,190.0,5.0,2.63
2024-07-01,192.6,188.1,190.0,483.0,55505.0,10532322.9,188.9,1.1,0.58
2024-06-30,194.4,188.5,188.9,452.0,51105.0,9682753.6,190.6,-1.7,-0.89
2024-06-27,191.0,189.0,190.6,388.0,61825.0,11724133.9,190.3,0.3,0.16
2024-06-26,194.4,190.0,190.3,428.0,44174.0,8425852.0,193.4,-3.1,-1.6
2024-06-25,194.0,189.3,193.4,572.0,76762.0,14790608.6,189.6,3.8,2.0
2024-06-24,193.0,189.5,189.6,657.0,99603.0,18981573.2,192.0,-2.4,-1.25
2024-06-23,194.0,190.1,192.0,531.0,46718.0,8951599.9,191.3,0.7,0.37
2024-06-20,195.3,190.4,191.3,490.0,61298.0,11752290.6,191.5,-0.2,-0.1
2024-06-19,193.9,191.0,191.5,530.0,68327.0,13116538.4,192.9,-1.4,-0.73
2024-06-18,195.0,192.0,192.9,641.0,63894.0,12320347.0,194.9,-2.0,-1.03
2024-06-16,198.0,193.9,194.9,587.0,59858.0,11659715.0,195.6,-0.7,-0.36
2024-06-13,197.0,195.0,195.6,446.0,59260.0,11584207.0,196.5,-0.9,-0.46
2024-06-12,200.0,196.0,196.5,576.0,74959.0,14826656.9,197.9,-1.4,-0.71
2024-06-11,198.9,193.2,197.9,663.0,88520.0,17370495.2,194.1,3.8,1.96
2024-06-10,197.7,189.9,194.1,668.0,114738.0,22060746.0,193.9,0.2,0.1
2024-06-09,199.1,193.1,193.9,623.0,64649.0,12572511.9,195.2,-1.3,-0.67
2024-06-06,198.0,195.1,195.2,483.0,64369.0,12628990.6,198.0,-2.8,-1.41
2024-06-05,200.0,196.0,198.0,392.0,49623.0,9755220.9,197.5,0.5,0.25
2024-06-04,200.0,196.2,197.5,488.0,52600.0,10395181.5,198.9,-1.4,-0.7
2024-06-03,202.0,197.1,198.9,477.0,55569.0,10985174.5,199.0,-0.1,-0.05
2024-06-02,202.0,197.1,199.0,599.0,78926.0,15639726.3,198.2,0.8,0.4
2024-05-30,205.0,197.8,198.2,516.0,81442.0,16243169.5,201.8,-3.6,-1.78
2024-05-30,205.0,197.8,198.2,516.0,81442.0,16243169.5,201.8,-3.6,-1.78
2024-05-29,210.1,200.2,201.8,572.0,111078.0,22649719.3,206.0,-4.2,-2.04
2024-05-27,208.0,201.0,206.0,686.0,88702.0,18200406.6,201.5,4.5,2.23
2024-05-26,208.0,201.0,201.5,625.0,82620.0,16804369.1,205.5,-4.0,-1.95
2024-05-22,208.0,203.0,205.5,639.0,84193.0,17366767.8,206.1,-0.6,-0.29
2024-05-21,210.0,201.9,206.1,701.0,103282.0,21289462.9,204.0,2.1,1.03
2024-05-20,213.0,198.0,204.0,980.0,163447.0,33554315.8,199.0,5.0,2.51
2024-05-19,203.0,196.0,199.0,672.0,75671.0,15116248.6,196.5,2.5,1.27
2024-05-16,202.8,196.0,196.5,439.0,45085.0,8872375.3,198.9,-2.4,-1.21
2024-05-15,204.0,198.0,198.9,450.0,66471.0,13315339.4,202.0,-3.1,-1.53
2024-05-14,204.0,196.3,202.0,458.0,44812.0,9009633.9,200.0,2.0,1.0
2024-05-13,201.0,191.3,200.0,601.0,78687.0,15580406.9,193.0,7.0,3.63
2024-05-12,195.8,190.1,193.0,474.0,56253.0,10860954.5,192.0,1.0,0.52
2024-05-09,193.5,191.0,192.0,446.0,49786.0,9544898.7,192.0,0.0,0.0
2024-05-08,195.0,191.2,192.0,333.0,52978.0,10195001.3,193.3,-1.3,-0.67
2024-05-07,197.0,193.0,193.3,367.0,51625.0,10014879.5,193.9,-0.6,-0.31
2024-05-06,199.5,193.8,193.9,465.0,61493.0,11976311.1,196.1,-2.2,-1.12
2024-05-02,205.4,198.2,198.6,515.0,49042.0,9831953.2,201.4,-2.8,-1.39
2024-04-30,204.0,196.1,201.4,620.0,68298.0,13665599.7,197.4,4.0,2.03
2024-04-29,201.2,196.6,197.4,388.0,37510.0,7424638.8,197.3,0.1,0.05
2024-04-28,200.0,196.1,197.3,614.0,64328.0,12739208.3,196.0,1.3,0.66
2024-04-25,199.8,196.0,196.0,440.0,48123.0,9467766.1,197.0,-1.0,-0.51
2024-04-24,200.0,196.0,197.0,404.0,36581.0,7229520.9,198.0,-1.0,-0.51
2024-04-22,205.0,197.0,198.0,422.0,47699.0,9483568.0,201.5,-3.5,-1.74
2024-04-21,201.9,196.2,201.5,498.0,42180.0,8350246.6,198.0,3.5,1.77
2024-04-18,200.0,197.0,198.0,487.0,59454.0,11788297.5,200.0,-2.0,-1.0
2024-04-16,202.8,197.8,200.0,487.0,65204.0,13061871.8,201.8,-1.8,-0.89
2024-04-15,204.0,201.0,201.8,491.0,54164.0,10947595.1,204.0,-2.2,-1.08
2024-04-14,210.0,203.0,204.0,717.0,66947.0,13698707.7,210.0,-6.0,-2.86
2024-04-10,210.0,204.0,210.0,642.0,88711.0,18249116.1,208.0,2.0,0.96
2024-04-09,208.0,203.1,208.0,854.0,94427.0,19393264.3,203.4,4.6,2.26
2024-04-07,206.0,200.6,203.4,658.0,68600.0,13917023.8,202.0,1.4,0.69
2024-04-04,205.0,201.5,202.0,569.0,59269.0,12011204.3,202.5,-0.5,-0.25
2024-04-03,205.0,201.3,202.5,554.0,48121.0,9767558.0,203.6,-1.1,-0.54
2024-04-02,205.0,202.5,203.6,504.0,45901.0,9320186.6,203.0,0.6,0.3
2024-04-01,204.9,201.0,203.0,498.0,36643.0,7457627.5,204.3,-1.3,-0.64
2024-03-31,207.0,204.0,204.3,644.0,53105.0,10856689.1,207.2,-2.9,-1.4
2024-03-28,210.0,202.0,207.2,574.0,64281.0,13270230.9,205.2,2.0,0.97
2024-03-27,212.0,205.0,205.2,481.0,56334.0,11672390.7,207.9,-2.7,-1.3
2024-03-26,208.9,203.0,207.9,582.0,46052.0,9510948.7,205.2,2.7,1.32
2024-03-25,208.9,203.7,205.2,503.0,53847.0,11025639.6,206.9,-1.7,-0.82
2024-03-21,210.0,206.5,206.9,511.0,65405.0,13563192.9,208.9,-2.0,-0.96
2024-03-20,214.0,208.0,208.9,552.0,75932.0,15866964.2,210.0,-1.1,-0.52
2024-03-19,213.5,209.0,210.0,614.0,101185.0,21284608.2,212.0,-2.0,-0.94
2024-03-18,212.0,209.6,212.0,581.0,56613.0,11927779.3,210.5,1.5,0.71
2024-03-17,215.0,209.2,210.5,738.0,72431.0,15306957.9,212.5,-2.0,-0.94
2024-03-14,218.0,212.3,212.5,537.0,70696.0,15149268.3,217.0,-4.5,-2.07
2024-03-13,221.0,216.0,217.0,722.0,106968.0,23335329.5,219.0,-2.0,-0.91
2024-03-12,220.0,213.5,219.0,985.0,137526.0,29803850.6,211.7,7.3,3.45
2024-03-10,214.6,210.5,211.7,580.0,56931.0,12086790.5,210.4,1.3,0.62
2024-03-07,214.9,208.3,210.4,560.0,65251.0,13779779.4,209.4,1.0,0.48
2024-03-06,213.0,205.9,209.4,805.0,170586.0,35840713.9,208.0,1.4,0.67
2024-03-05,218.0,207.3,208.0,761.0,117687.0,24873473.8,217.0,-9.0,-4.15
2024-03-04,218.0,205.9,217.0,82.0,21529.0,4615795.9,201.9,15.1,7.48
2024-03-03,202.5,200.0,201.9,603.0,70967.0,14243859.0,202.0,-0.1,-0.05
2024-02-29,209.8,201.1,202.0,672.0,107011.0,21736513.8,206.7,-4.7,-2.27
2024-02-28,210.1,205.1,206.7,496.0,52858.0,10978325.5,208.1,-1.4,-0.67
2024-02-27,211.0,206.0,208.1,556.0,83022.0,17290699.6,207.5,0.6,0.29
2024-02-26,209.1,205.1,207.5,652.0,75673.0,15666953.1,205.0,2.5,1.22
2024-02-25,210.0,204.4,205.0,834.0,87096.0,18013666.1,209.0,-4.0,-1.91
2024-02-22,213.0,208.1,209.0,1010.0,106646.0,22407700.3,211.0,-2.0,-0.95
2024-02-21,217.9,210.8,211.0,728.0,89176.0,19032416.8,213.8,-2.8,-1.31
2024-02-20,219.0,208.2,213.8,1109.0,150463.0,32205031.4,211.0,2.8,1.33
2024-02-18,221.6,210.2,211.0,1122.0,145858.0,31077565.7,217.3,-6.3,-2.9
2024-02-15,221.3,216.8,217.3,800.0,109522.0,23935136.3,218.5,-1.2,-0.55
2024-02-14,221.9,217.1,218.5,628.0,70220.0,15355814.4,220.0,-1.5,-0.68
2024-02-13,224.5,218.8,220.0,819.0,176132.0,38998318.3,225.9,-5.9,-2.61
2024-02-12,226.0,222.5,225.9,760.0,85725.0,19284171.2,223.2,2.7,1.21
2024-02-11,230.0,223.1,223.2,859.0,127756.0,28832639.0,225.2,-2.0,-0.89
2024-02-08,228.8,224.1,225.2,775.0,101014.0,22814721.7,225.4,-0.2,-0.09
2024-02-07,229.0,224.0,225.4,764.0,90816.0,20484431.7,224.6,0.8,0.36
2024-02-06,227.0,224.1,224.6,739.0,91722.0,20720266.8,224.9,-0.3,-0.13
2024-02-05,229.0,224.0,224.9,688.0,75251.0,16987147.6,225.8,-0.9,-0.4
2024-02-04,232.5,222.0,225.8,1069.0,525058.0,120322299.3,224.0,1.8,0.8
2024-02-01,231.0,223.0,224.0,840.0,111242.0,25040688.9,227.0,-3.0,-1.32
2024-01-31,237.9,226.5,227.0,1177.0,332401.0,77286097.2,233.3,-6.3,-2.7
2024-01-30,236.6,228.2,233.3,1539.0,280645.0,65580091.1,229.1,4.2,1.83
2024-01-29,240.0,222.0,229.1,1576.0,339021.0,77775437.0,224.0,5.1,2.28
2024-01-28,227.5,222.0,224.0,1036.0,113129.0,25335486.0,225.0,-1.0,-0.44
2024-01-25,231.5,218.6,225.0,1237.0,188285.0,42464365.1,223.0,2.0,0.9
2024-01-24,234.6,220.0,223.0,1394.0,293910.0,66189940.6,230.0,-7.0,-3.04
2024-01-23,234.0,221.7,230.0,1278.0,184008.0,42142136.8,226.2,3.8,1.68
2024-01-22,234.0,224.0,226.2,1336.0,216277.0,49512951.0,230.9,-4.7,-2.04
2024-01-21,240.0,228.0,230.9,1652.0,291154.0,68194063.2,238.5,-7.6,-3.19
2024-01-18,245.0,235.7,238.5,2141.0,471517.0,113089649.9,244.0,-5.5,-2.25
2024-01-17,253.0,238.1,244.0,3115.0,963380.0,238955547.3,245.0,-1.0,-0.41
2024-01-16,245.0,224.1,245.0,3274.0,979409.0,232638411.2,224.0,21.0,9.38
2024-01-14,227.0,222.0,224.0,1168.0,305242.0,68593713.7,222.0,2.0,0.9
2024-01-11,231.0,221.5,222.0,1490.0,344731.0,77843045.2,229.0,-7.0,-3.06
2024-01-10,236.0,224.5,229.0,2102.0,521832.0,119824822.8,231.5,-2.5,-1.08
2024-01-09,234.6,220.0,231.5,2839.0,851050.0,197372869.0,224.4,7.1,3.16
2024-01-08,226.7,211.0,224.4,2427.0,526393.0,117141848.7,213.5,10.9,5.11
2024-01-07,223.0,213.4,213.5,1317.0,238641.0,51848961.1,222.0,-8.5,-3.83
2024-01-04,228.0,214.0,222.0,2294.0,469734.0,104851495.2,214.0,8.0,3.74
2024-01-03,215.0,205.0,214.0,1035.0,178553.0,37594217.2,205.1,8.9,4.34
2024-01-02,208.9,204.0,205.1,892.0,155375.0,32008580.2,207.9,-2.8,-1.35
2024-01-01,216.1,207.0,207.9,939.0,133476.0,28207375.4,210.5,-2.6,-1.24
2023-12-28,215.1,207.8,210.5,912.0,179737.0,38117227.3,212.0,-1.5,-0.71
2023-12-27,218.0,209.0,212.0,1137.0,188834.0,40166327.4,213.1,-1.1,-0.52
2023-12-24,225.0,213.0,213.1,1450.0,275359.0,60479615.5,224.0,-10.9,-4.87
2023-12-21,237.2,222.6,224.0,1687.0,284213.0,65002684.4,234.6,-10.6,-4.52
2023-12-20,238.1,217.0,234.6,2573.0,761161.0,175483590.8,216.5,18.1,8.36
2023-12-19,218.0,209.2,216.5,963.0,143966.0,30709244.6,211.0,5.5,2.61
2023-12-18,218.0,210.0,211.0,1150.0,193559.0,41376141.0,211.0,0.0,0.0
2023-12-17,211.0,197.2,211.0,1224.0,199770.0,40894178.8,201.0,10.0,4.98
2023-12-14,204.0,197.2,201.0,662.0,110983.0,22336425.3,201.0,0.0,0.0
2023-12-13,208.9,198.9,201.0,795.0,116155.0,23692157.2,200.0,1.0,0.5
2023-12-12,204.0,194.2,200.0,935.0,150700.0,30106308.5,197.0,3.0,1.52
2023-12-11,205.0,194.1,197.0,1193.0,220301.0,43714791.5,201.0,-4.0,-1.99
2023-12-10,202.0,187.0,201.0,77.0,15323.0,3022256.9,185.0,16.0,8.65
2023-12-07,187.0,183.6,185.0,405.0,37971.0,7029413.6,183.5,1.5,0.82
2023-12-06,185.0,182.6,183.5,325.0,33745.0,6190783.1,185.0,-1.5,-0.81
2023-12-05,190.0,183.7,185.0,406.0,52569.0,9776690.8,185.0,0.0,0.0
2023-12-04,188.0,183.8,185.0,428.0,37626.0,6990932.4,185.9,-0.9,-0.48
2023-12-03,187.0,184.1,185.9,445.0,26991.0,4993567.1,187.0,-1.1,-0.59
2023-11-30,190.0,186.0,187.0,351.0,25373.0,4746472.9,189.0,-2.0,-1.06
2023-11-29,194.1,186.4,189.0,357.0,40546.0,7760722.6,190.0,-1.0,-0.53
2023-11-28,191.0,187.8,190.0,417.0,26715.0,5058348.5,190.9,-0.9,-0.47
2023-11-27,194.0,189.0,190.9,443.0,43264.0,8269817.1,192.0,-1.1,-0.57
2023-11-26,195.0,184.3,192.0,712.0,87152.0,16651409.3,187.9,4.1,2.18
2023-11-23,191.5,184.7,187.9,394.0,45499.0,8503145.6,188.0,-0.1,-0.05
2023-11-22,190.2,182.8,188.0,475.0,38888.0,7215660.9,185.8,2.2,1.18
2023-11-21,186.0,182.7,185.8,335.0,22943.0,4232702.5,186.0,-0.2,-0.11
2023-11-20,192.9,183.8,186.0,446.0,40770.0,7604282.9,183.6,2.4,1.31
2023-11-09,187.0,183.0,183.6,308.0,26772.0,4906120.7,186.0,-2.4,-1.29
2023-11-08,189.0,184.0,186.0,318.0,33690.0,6226322.5,186.1,-0.1,-0.05
2023-11-07,186.4,181.1,186.1,506.0,40211.0,7418122.3,183.1,3.0,1.64
2023-11-06,185.0,180.2,183.1,460.0,33965.0,6252962.4,182.0,1.1,0.6
2023-11-05,185.9,181.3,182.0,531.0,48908.0,8943482.9,185.0,-3.0,-1.62
2023-11-02,188.0,184.9,185.0,502.0,43462.0,8057732.4,185.6,-0.6,-0.32
2023-11-01,188.0,184.1,185.6,370.0,22369.0,4149127.0,186.0,-0.4,-0.22
2023-10-31,188.0,185.1,186.0,319.0,17607.0,3276924.5,188.0,-2.0,-1.06
2023-10-30,188.6,185.0,188.0,375.0,29389.0,5474897.6,186.5,1.5,0.8
2023-10-29,189.0,185.0,186.5,443.0,51326.0,9526854.5,189.0,-2.5,-1.32
2023-10-19,191.0,187.1,189.0,262.0,32265.0,6098789.3,190.0,-1.0,-0.53
2023-10-18,190.9,187.3,190.0,356.0,33883.0,6426142.4,186.7,3.3,1.77
2023-10-17,191.8,185.2,186.7,461.0,29591.0,5549561.0,185.5,1.2,0.65
2023-10-16,188.0,185.0,185.5,757.0,54208.0,10065436.7,187.3,-1.8,-0.96
2023-10-12,190.0,187.0,187.3,705.0,62292.0,11728645.3,189.6,-2.3,-1.21
2023-10-11,193.0,188.0,189.6,481.0,43412.0,8263493.3,189.8,-0.2,-0.11
2023-10-10,192.0,188.5,189.8,596.0,41960.0,7945757.9,190.5,-0.7,-0.37
2023-10-09,193.0,190.0,190.5,727.0,67949.0,12978866.0,193.3,-2.8,-1.45
2023-10-08,198.5,193.0,193.3,763.0,80398.0,15574216.2,195.0,-1.7,-0.87
2023-10-05,196.5,194.5,195.0,608.0,51327.0,10031615.9,195.6,-0.6,-0.31
2023-10-04,198.0,193.0,195.6,552.0,39583.0,7743458.1,194.5,1.1,0.57
2023-10-03,197.0,194.5,194.5,615.0,56816.0,11087221.4,196.0,-1.5,-0.77
2023-10-02,197.5,194.2,196.0,694.0,62822.0,12309132.2,196.9,-0.9,-0.46
2023-10-01,203.0,195.1,196.9,612.0,65371.0,12843266.4,199.1,-2.2,-1.1
2023-09-27,202.5,197.4,199.1,808.0,107411.0,21383311.8,202.7,-3.6,-1.78
2023-09-26,204.5,200.2,202.7,589.0,56366.0,11420701.6,200.0,2.7,1.35
2023-09-25,204.0,199.2,200.0,633.0,52521.0,10550469.8,203.2,-3.2,-1.57
2023-09-24,209.0,202.0,203.2,699.0,61251.0,12525286.2,205.8,-2.6,-1.26
2023-09-21,207.1,200.0,205.8,1012.0,127920.0,26212366.9,199.0,6.8,3.42
2023-09-19,199.0,194.7,199.0,477.0,33647.0,6623953.0,196.0,3.0,1.53
2023-09-18,198.0,193.3,196.0,287.0,25832.0,5059685.3,196.0,0.0,0.0
2023-09-17,200.2,195.1,196.0,607.0,59629.0,11795694.9,202.0,-6.0,-2.97
2023-09-13,203.1,196.2,202.0,668.0,63814.0,12756056.9,196.3,5.7,2.9
2023-09-12,203.0,196.0,196.3,455.0,43617.0,8647812.9,200.0,-3.7,-1.85
2023-09-11,200.8,193.0,200.0,641.0,53404.0,10593584.9,194.5,5.5,2.83
2023-09-10,196.9,193.5,194.5,618.0,41876.0,8152750.4,194.3,0.2,0.1
2023-09-07,198.0,194.0,194.3,562.0,52592.0,10241396.9,195.5,-1.2,-0.61
2023-09-05,200.0,194.1,195.5,505.0,49114.0,9625802.9,198.0,-2.5,-1.26
2023-09-04,201.0,194.3,198.0,627.0,72628.0,14276618.1,197.2,0.8,0.41
2023-09-03,206.0,197.2,197.2,876.0,84368.0,16841385.0,202.4,-5.2,-2.57
2023-08-30,204.8,200.9,202.4,514.0,35428.0,7194883.4,205.0,-2.6,-1.27
2023-08-29,206.0,200.3,205.0,607.0,52668.0,10692213.6,203.0,2.0,0.99
2023-08-28,204.9,200.1,203.0,548.0,45716.0,9244026.8,202.0,1.0,0.5
2023-08-27,205.0,200.1,202.0,764.0,62150.0,12523573.4,203.3,-1.3,-0.64
2023-08-24,210.0,203.0,203.3,573.0,52340.0,10738878.0,208.1,-4.8,-2.31
2023-08-23,211.0,203.0,208.1,831.0,80389.0,16646431.8,204.8,3.3,1.61
2023-08-22,205.0,200.0,204.8,527.0,37247.0,7571244.8,202.3,2.5,1.24
2023-08-21,205.0,200.1,202.3,719.0,52809.0,10704320.3,202.7,-0.4,-0.2
2023-08-20,208.1,202.1,202.7,619.0,45361.0,9226787.5,204.9,-2.2,-1.07
2023-08-17,208.0,204.2,204.9,561.0,61223.0,12589003.8,205.9,-1.0,-0.49
2023-08-16,208.9,203.3,205.9,533.0,63325.0,12974228.5,206.5,-0.6,-0.29
2023-08-15,212.0,205.8,206.5,616.0,53142.0,10998301.2,209.0,-2.5,-1.2
2023-08-14,212.0,208.1,209.0,774.0,53983.0,11330851.3,211.5,-2.5,-1.18
2023-08-13,214.0,207.1,211.5,839.0,69498.0,14652379.0,210.0,1.5,0.71
2023-08-10,215.0,207.0,210.0,789.0,78943.0,16667494.2,210.0,0.0,0.0
2023-08-09,211.0,203.3,210.0,716.0,73100.0,15098242.6,205.8,4.2,2.04
2023-08-08,210.0,205.1,205.8,809.0,62091.0,12862881.3,209.0,-3.2,-1.53
2023-08-07,211.8,207.5,209.0,667.0,65642.0,13738169.8,210.0,-1.0,-0.48
2023-08-06,215.0,209.3,210.0,759.0,73007.0,15379225.1,213.0,-3.0,-1.41
2023-08-03,215.9,212.0,213.0,775.0,81316.0,17345269.3,214.0,-1.0,-0.47
2023-08-02,216.0,212.0,214.0,639.0,79080.0,16852486.7,214.0,0.0,0.0
2023-08-01,219.0,213.0,214.0,689.0,101938.0,21968941.8,216.0,-2.0,-0.93
2023-07-24,232.0,225.0,226.0,1031.0,153594.0,35004274.9,230.6,-4.6,-1.99
2023-07-23,236.0,227.0,230.6,1828.0,317090.0,73009184.1,224.0,6.6,2.95
2023-07-20,228.8,224.0,224.0,787.0,120572.0,27219386.0,226.6,-2.6,-1.15
2023-07-19,230.0,224.1,226.6,669.0,95747.0,21764969.6,228.3,-1.7,-0.74
2023-07-18,234.0,226.0,228.3,1046.0,204736.0,47260242.5,228.1,0.2,0.09
2023-07-17,230.0,223.5,228.1,960.0,201462.0,45696295.3,224.0,4.1,1.83
2023-07-16,228.0,215.9,224.0,833.0,173923.0,38640019.8,217.0,7.0,3.23
2023-07-13,222.9,216.5,217.0,796.0,121198.0,26605585.0,218.0,-1.0,-0.46
2023-07-12,220.0,213.0,218.0,702.0,92892.0,20289582.2,216.0,2.0,0.93
2023-07-11,219.0,215.0,216.0,669.0,88381.0,19089201.3,217.7,-1.7,-0.78
2023-07-10,223.0,216.4,217.7,766.0,109705.0,24058587.2,220.0,-2.3,-1.05
2023-07-09,221.8,210.0,220.0,1025.0,141871.0,31017679.4,213.1,6.9,3.24
2023-07-04,223.8,217.4,219.0,719.0,122183.0,26809126.1,219.6,-0.6,-0.27
2023-07-03,225.0,219.0,219.6,1004.0,172650.0,38184714.8,224.0,-4.4,-1.96
2023-07-02,233.5,221.2,224.0,1035.0,180012.0,40578247.2,230.0,-6.0,-2.61
2023-06-28,242.7,228.7,230.0,1262.0,312696.0,73108163.1,235.1,-5.1,-2.17
2023-06-27,239.7,232.2,235.1,1142.0,296765.0,69621658.6,235.0,0.1,0.04
2023-06-26,244.0,233.3,235.0,1163.0,247145.0,59050538.8,236.0,-1.0,-0.42
2023-06-25,238.5,232.0,236.0,1486.0,466178.0,109742982.8,233.7,2.3,0.98
2023-06-22,240.0,232.6,233.7,1039.0,203672.0,48046109.2,234.5,-0.8,-0.34
2023-06-21,245.8,234.5,234.5,1478.0,354463.0,84935902.5,237.2,-2.7,-1.14
2023-06-20,248.0,230.0,237.2,3161.0,849396.0,205753961.1,230.0,7.2,3.13
2023-06-19,235.6,223.1,230.0,1290.0,244881.0,55819121.4,225.2,4.8,2.13
2023-06-18,230.0,221.4,225.2,1112.0,220387.0,49667216.8,225.0,0.2,0.09
2023-06-15,230.5,221.0,225.0,818.0,109917.0,24630301.4,226.0,-1.0,-0.44
